Symbol,Company Name,Exchange
AMFORG,Amforge Industries Ltd.,BSE
ORICONENT,Oricon Enterprises Ltd.,BSE
ACROW,Acrow (India) Ltd.,BSE
STLSTRINF,Steel Strips Infrastructures Limited,BSE
PENIND,Pennar Industries Ltd.,BSE
JYOTISTRUC,Jyoti Structures Ltd.,BSE
JAYUSH,Jay Ushin Ltd.,BSE
SSWL,Steel Strips & Wheels Ltd,BSE
MANINDS,Man Industries (India) Ltd,BSE
IMEC,IMEC SERVICES LIMITED,BSE
MDRNSTL,Modern Steels Limited,BSE
SYNTHFO,Synthiko Foils Ltd.,BSE
GOLKONDA,Golkonda Aluminium Extrusions Ltd,BSE
GUJTLRM,Gujarat Toolroom Ltd.,BSE
AJMERA,Ajmera Realty & Infra India Limited,BSE
COCHINM,Cochin Minerals & Rutile Ltd.,BSE
INDIAHOMES,India Homes Limited,BSE
KVFORGE,KRISHANVEER FORGE LIMITED,BSE
CARBORUNIV,Carborundum Universal Ltd.,BSE
MMTC,MMTC Ltd.,BSE
VALLABHSQ,Vallabh Steels ltd,BSE
SMFIL,Smiths & Founders (India) Limited,BSE
BLOIN,Bloom Industries Ltd,BSE
MAITRI,Maitri Enterprises Limited,BSE
SHAHALLOYS,Shah Alloys Limited,BSE
ELANGO,Elango Industries Ltd,BSE
KANSHST,Kanishk Steel Industries Ltd,BSE
MAHALXSE,Mahalaxmi Seamless Ltd.,BSE
SIMPLEXCAS,Simplex Castings Ltd.,BSE
SSWRL,Shree Steel Wire Ropes Ltd.,BSE
SIZEMASTER,SIZEMASTERS TECHNOLOGY LIMITED,BSE
SOUTHMG,Southern Magnesium And Chemicals Lt,BSE
BAROEXT,Baroda Extrusion Ltd.,BSE
GUJCONT,Gujarat Containers Ltd.,BSE
KALYANIFRG,Kalyani Forge Ltd.,BSE
PANCHMAHQ,Panchmahal Steel Ltd.,BSE
ADITYA,Aditya Ispat Ltd.,BSE
STEELCAS,Steelcast Ltd.,BSE
PITTIENG,PITTI ENGINEERING LIMITED,BSE
GLITTEKG,Glittek Granites Ltd.,BSE
PRADPME,Pradeep Metals Ltd.,BSE
GNRL,Gujarat Natural Resources Limited,BSE
TNSTLTU,Tamilnadu Steel Tubes Ltd.,BSE
SHRDAIS,Sharda Ispat Ltd.,BSE
MAHASTEEL,Mahamaya Steel Industries Limited,BSE
NOVIS,Nova Iron & Steel Ltd.,BSE
STERPOW,Sterling Powergensys Limited,BSE
HINDCOPPER,Hindustan Copper Ltd.,BSE
TULSYAN,Tulsyan NEC Ltd,BSE
AXELPOLY,Axel Polymers Ltd.,BSE
NLCINDIA,NLC India Limited,BSE
SPECTRA,Spectra Industries Ltd.,BSE
KAJARIR,KIC Metaliks Ltd.,BSE
SOLIDSTON,Solid Stone Company Ltd.,BSE
SHILGRAVQ,Shilp Gravures Ltd.,BSE
WHITEORG,White Organic Agro Limited,BSE
MFSINTRCRP,MFS Intercorp Limited,BSE
AROGRANITE,Aro Granite Industries Ltd.,BSE
RUDRAECO,RUDRA ECOVATION LIMITED,BSE
RAJKSYN,Rajkamal Synthetics Ltd.,BSE
DEEPAKSP,Deepak Spinners Ltd.,BSE
LOYALTEX,Loyal Textiles Mills Ltd,BSE
HIMATSEIDE,Himatsingka Seide Ltd.,BSE
BSL,BSL Ltd.,BSE
NEWTRAC,NEWTRAC FOODS & BEVERAGES LIMITED,BSE
PBMPOLY,P.B.M. Polytex Ltd.,BSE
ADINATH,Adinath Textiles Ltd.,BSE
SURYALA,Suryalata Spinning Mills Ltd.,BSE
TTL,T T Ltd,BSE
WELSPUNLIV,WELSPUN LIVING LIMITED,BSE
INDIANACRY,Indian Acrylics Ltd,BSE
GANECOS,Ganesha Ecosphere Limited,BSE
CEETAIN,Ceeta Industries Ltd.,BSE
VARDMNPOLY,Vardhman Polytex Ltd.,BSE
RISHYRN,Rishabh Special Yarns Ltd,BSE
BLACKROSE,Black Rose Industries Ltd,BSE
STCORP,S & T Corporation Limited,BSE
SUMEETINDS,Sumeet Industries Ltd,BSE
RAMGOPOLY,Ramgopal Polytex Ltd,BSE
SANGAMIND,Sangam (India) Ltd,BSE
TTLEL,TTL ENTERPRISES LIMITED,BSE
MKVENTURES,MKVENTURES CAPITAL LIMITED,BSE
KUSHIND,Kush Industries Limited,BSE
SRECR,Sree chem Resins Ltd,BSE
SURBHIN,Surbhi Industries Limited,BSE
SEASONST,Seasons Textiles Ltd,BSE
ZENIFIB,Zenith Fibres Limited,BSE
BHILSPIN,Bhilwara Spinners Ltd,BSE
VGL,VARVEE GLOBAL LIMITED,BSE
SANTETX,Sanrhea Technical Textiles Ltd.,BSE
ASHIMASYN,Ashima Ltd,BSE
PIONEEREMB,Pioneer Embroideries Ltd.,BSE
VIPPYSP,Vippy Spinpro Ltd.,BSE
JAIHINDS,Jaihind Synthetics Ltd.,BSE
RAGHUSYN,Raghuvir Synthetics Ltd.,BSE
JATTAINDUS,Jattashankar Industries Limited,BSE
KAMADGIRI,Kamadgiri Fashion Limited,BSE
OMNITEX,Omnitex Industries (India) Ltd.,BSE
PATSPINLTD,Patspin India Ltd.,BSE
ONEGLOBAL,ONE GLOBAL SERVICE PROVIDER LIMITED,BSE
NEOINFRA,Neo Infracon Ltd.,BSE
GENESIS,GENESIS IBRC INDIA LIMITED,BSE
WINSOME,Winsome Yarns Ltd.,BSE
PREMIERPOL,Premier Polyfilm Ltd.,BSE
EVERFIN,EVERLON FINANCIALS LIMITED,BSE
KRRAIL,K&R RAIL ENGINEERING LIMITED,BSE
YARNSYN,Yarn Syndicate Ltd.,BSE
GUJCOTEX,Gujarat Cotex Ltd,BSE
GARWSYN,Garware Synthetics Ltd.,BSE
ECOHOTELS,ECO HOTELS AND RESORTS LIMITED,BSE
SARUPINDUS,SARUP INDUSTRIES LIMITED,BSE
OXFORDIN,Oxford Industries ltd.,BSE
MANORG,Mangalam Organics Limited,BSE
HINDADH,Hindustan Adhesives Ltd.,BSE
BPAGRI,Blue Pearl Agriventures Limited,BSE
SRIKPRIND,Sri KPR Industries Ltd,BSE
JYOTIRES,Jyoti Resins & Adhesives Ltd,BSE
MHLXMIRU,Mahalaxmi Rubtech Ltd.,BSE
SOUTLAT,Southern Latex Ltd.,BSE
OSWAYRN,Oswal Yarns Ltd.,BSE
WINSOMTX,Winsome Textile Industries Ltd,BSE
MODINSU,Modern Insulators Ltd.,BSE
REGENCERAM,Regency Ceramics Ltd,BSE
ASAHIINDIA,Asahi India Glass Ltd.,BSE
MURUDCERA,Murudeshwar Ceramics Ltd.,BSE
SEKURITIND,Saint-Gobain Sekurit India Ltd.,BSE
ANANTRAJ,Anant Raj Limited,BSE
MADHUDIN,Madhusudan Industries Ltd.,BSE
RESTILE,Restile Ceramics Ltd.,BSE
MADHAV,Madhav Marbles & Granites Ltd.,BSE
HALDYNGL,Haldyn Glass Limited,BSE
DUROPLY,DUROPLY INDUSTRIES LIMITED,BSE
SHREYANIND,Shreyans Industries Limited.,BSE
AGIOPAPER,Agio Paper & Industries Limited,BSE
STARPAPER,Star Paper Mills Ltd.,BSE
PAKKA,PAKKA LIMITED,BSE
TAHMARENT,TAHMAR ENTERPRISES LIMITED,BSE
KSSMART,KS Smart Technologies Limited,BSE
NATPLY,National Plywood Industries Ltd.,BSE
ARROWGREEN,Arrow Greentech Limited,BSE
VISHNU,Vishnu Chemicals Limited,BSE
JUMBO,Jumbo Bag ltd.,BSE
NRAIL,N.R.Agarwal Industries Ltd.,BSE
3PLAND,3P LAND HOLDINGS LTD.,BSE
SANPA,Sangal Papers Ltd.,BSE
VENTURA,Ventura Textiles Ltd.,BSE
SHKARTP,Shree Karthik Papers Ltd.,BSE
STHINPA,South India Paper Mills Ltd.,BSE
FAMILYCARE,FAMILY CARE HOSPITALS LIMITED,BSE
VINDHYATEL,Vindhya Telelinks Ltd.,BSE
RIR,RIR POWER ELECTRONICS LIMITED,BSE
ADOR,Ador Welding Ltd.,BSE
SALZERELEC,Salzer Electronics Ltd.,BSE
JETKINGQ,Jetking Infotrain Ltd.,BSE
INDAGIV,Ind-Agiv Commerce Ltd.,BSE
APLAB,Aplab Ltd.,BSE
PCS,PCS Technology Ltd.,BSE
USHAMART,Usha Martin Ltd.,BSE
SPELS,SPEL Semiconductor Ltd.,BSE
SUBROS,Subros Ltd.,BSE
EDVENSWA,Edvenswa Enterprises Limited,BSE
PERVASIVE,Pervasive Commodities Limited,BSE
HONAUT,Honeywell Automation India Ltd.,BSE
SWITCHTE,Switching Technologies Gunther Ltd.,BSE
LUMAXIND,Lumax Industries Ltd.,BSE
DIGISPICE,DIGISPICE TECHNOLOGIES LIMITED,BSE
CALCOM,Calcom Vision Ltd.,BSE
DYNAVSN,Dynavision Limited,BSE
BCCFUBA,BCC Fuba India Ltd.,BSE
PRECISIO,Precision Electronics Ltd.,BSE
FINELINE,Fine-line Circuits Ltd.,BSE
HBLENGINE,HBL ENGINEERING LIMITED,BSE
S&SPOWER,S & S Power Switchgears Ltd.,BSE
RNITAI,RNIT AI SOLUTIONS LIMITED,BSE
GUJARATPOLY,Gujarat Poly Electronics Limited,BSE
GIPCL,Gujarat Industries Power Co. Ltd,BSE
MAGNUS,MAGNUS STEEL AND INFRA LIMITED,BSE
MOTHERSON,Samvardhana Motherson International Limited,BSE
MODMA,Modern Malleables Limited,BSE
MINDTECK,Mindteck (India) Ltd,BSE
HAVELLS,Havells India Limited,BSE
ACIIN,ACI Infocom Ltd.,BSE
SBECSYS,SBEC Systems (Ind) Ltd.,BSE
INCAP,Incap Ltd,BSE
GUJINTRX,Gujarat Intrux Limited,BSE
IGARASHI,Igarashi Motors India Ltd.,BSE
SYMPHONY,Symphony Limited,BSE
REGANTO,REGANTO ENTERPRISES LIMITED,BSE
PANELEC,Pan Electronics India Ltd.,BSE
VXLINSTR,VXL Instruments Ltd.,BSE
SHYAMTEL,Shyam Telecom Ltd.,BSE
LEENEE,Lee & Nee Softwares (Exports) Ltd.,BSE
PATELSAI,Patels Airtemp (I) Ltd.,BSE
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,BSE
ATHENAGLO,Athena Global Technologies Limited,BSE
NARMP,Narmada Macplast Drip Irrigation Sy,BSE
DUTRON,Dutron  Polymers Ltd.,BSE
RSSOFTWARE,R S Software India Ltd.,BSE
MAGNAELQ,Magna Electro Castings Ltd.,BSE
MARSONS,MARSONS LIMITED,BSE
ELNET,Elnet Technologies Ltd.,BSE
ACCEL,ACCEL LIMITED,BSE
WEBELSOLAR,Websol Energy System Limited,BSE
ROTO,Roto Pumps Ltd.,BSE
TTKPRESTIG,TTK Prestige Ltd.,BSE
DHINDIA,D & H India Limited,BSE
RAJRATAN,Rajratan Global Wire Ltd,BSE
SURANAT&P,Surana Telecom And Power Limited,BSE
ONWARDTEC,Onward Technologies Ltd.,BSE
CENTUM,Centum Electronics Ltd,BSE
ALFATRAN,Alfa Transformers ltd.,BSE
NHCFOODS,NHC FOODS LIMITED,BSE
PVP,PVP Ventures Ltd,BSE
TRIGYN,Trigyn Technologies Ltd.,BSE
KEI,KEI Industries Ltd.,BSE
KEERTHI,Keerthi Industries Ltd,BSE
SRICC,Sri Chakra Cement Limited,BSE
SURAJ,Suraj Products Ltd.,BSE
APCL,Anjani Portland Cement Ltd.,BSE
MODINATUR,Modi Naturals Limited,BSE
PRSNTIN,Prashant India Ltd,BSE
ZKHANDEN,Khandelwal Extraction Ltd.,BSE
TASTYBITE,Tasty Bite Eatables Ltd.,BSE
RITESHIN,Ritesh International Ltd,BSE
AVTNPL,AVT Natural Products Ltd.,BSE
HNDFDS,Hindustan Foods Ltd.,BSE
NAHARINDUS,Nahar Industrial Enterprises Ltd,BSE
VADILENT,Vadilal Enterprises Ltd.,BSE
VADILALIND,Vadilal Industries Ltd.,BSE
ASHAI,Ashiana Agro Industries Ltd,BSE
ADFFOODS,ADF Foods Limited.,BSE
RGRL,Retro Green Revolution Limited,BSE
WILLIMFI,Williamson Financial Services ltd.,BSE
AJANTSOY,Ajanta Soya Limited,BSE
WILLAMAGOR,William Magor & Company Limited,BSE
KISAAN,KISAAN PARIVAR INDUSTRIES LIMITED,BSE
SIEL,Superior Industrial Enterprises Limited,BSE
SPTRSHI,Saptarishi Agro Industries Ltd,BSE
SRDAPRT,Sarda Proteins Ltd,BSE
SANWARIA,SANWARIA CONSUMER LIMITED,BSE
PRIMAGR,Prima Agro Ltd.,BSE
TARAI,Tarai Foods Ltd.,BSE
MODAIRY,Modern Dairies Ltd.,BSE
BAMBINO,Bambino Agro Industries Ltd,BSE
PRIMIND,Prime Industries Ltd.,BSE
VIKASWSP,Vikas WSP Ltd.,BSE
VSFPROJ,VSF Projects Limited,BSE
BANSTEA,Bansisons Tea Industries Ltd.,BSE
POONADAL,Poona Dal And Oil Industries Ltd.,BSE
TRANSFD,Transglobe Foods Ltd.,BSE
ANIKINDS,Anik Industries Limited,BSE
SHINDL,Sharat Industries Ltd.,BSE
DATIWARE,DATIWARE MARITIME INFRA LIMITED,BSE
KMGMILK,KMG Milk Food Limited,BSE
KSE,KSE Ltd.,BSE
VIRATCRA,Virat Crane Industries Ltd,BSE
IBINFO,IB Infotech Enterprises Ltd,BSE
AMBARPIL,Ambar Protein Industries Limited,BSE
CHORDIA,Chordia Food Products Ltd,BSE
CIANAGRO,CIAN Agro Industries & Infrastructure Limited,BSE
OMEAG,Omega Ag-Seeds (Punjab) ltd.,BSE
TAIIND,Tai Industries Ltd.,BSE
NKIND,N.K.Industries Ltd.,BSE
BKV,BKV Industries Ltd.,BSE
NCCBLUE,NCC Bluewater Products Ltd.,BSE
NORBTEAEXP,Norben Tea & Exports Ltd,BSE
ASIANTNE,Asian Tea & Exports Ltd.,BSE
HERITGFOOD,Heritage Foods Limited,BSE
SIMRAN,Simran Farms Ltd.,BSE
HINDUST,Hindustan Agrigenetics Ltd.,BSE
CCL,CCL Products (India) Ltd.,BSE
KELLTONTEC,Kellton Tech Solutions Ltd.,BSE
SURFI,Suryo Foods & Industries Ltd.,BSE
INTEGFD,Integrated Proteins Ltd.,BSE
LAKESHORE,LAKE SHORE REALTY LIMITED,BSE
RICOAUTO,RICO Auto Industries Ltd.,BSE
OMAXAUTO,Omax Autos Ltd.,BSE
MUNJALSHOW,Munjal Showa Ltd.,BSE
JAMNAAUTO,Jamna Auto Industries Ltd.,BSE
TVSHLTD,TVS Holdings Limited,BSE
JTEKTINDIA,JTEKT India Limited,BSE
MUNJALAU,Munjal Auto Industries Ltd.,BSE
JAYBARMARU,Jay Bharat Maruti Ltd.,BSE
RACLGEAR,RACL Geartech Limited,BSE
SAMKRG,Samkrg Pistons and Rings Ltd.,BSE
ECSTSTL,East Coast Steel Ltd,BSE
SICALLOG,Sical Logistics Limited,BSE
RATNAMANI,Ratnamani Metals & Tubes Ltd,BSE
VESUVIUS,Vesuvius India Ltd.,BSE
ASAL,Automotive Stampings and Assemblies Ltd.,BSE
ARCEEIN,Arcee Indusrtries ltd.,BSE
ABCINDQ,ABC India Ltd.,BSE
BALTE,Balurghat Technologies Ltd.,BSE
COARO,Coastal Roadways Ltd.,BSE
SIBARAUT,Sibar Auto Parts Ltd.,BSE
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,BSE
STARLOG,Starlog Enterprises Limited,BSE
SHVSUIT,Shiva Suitings Ltd.,BSE
TITANIN,TITAN INTECH LIMITED,BSE
EUROTEXIND,Eurotex Industries & Exports Ltd.,BSE
ICIL,Indo Count Industries Ltd,BSE
MARALOVER,Maral Overseas Ltd.,BSE
SOMATEX,Soma Textile & Industries Ltd,BSE
SOURCEIND,Source Industries (India) Ltd,BSE
ADVLIFE,Advance Lifestyles Ltd.,BSE
KAKTEX,Kakatiya Textiles Ltd.,BSE
OCTAVE,Perfect-Octave Media Projects Ltd,BSE
TRIDENT,Trident Ltd,BSE
HISARSP,Hisar Spinning Mills Ltd,BSE
ALOKINDS,Alok Industries Ltd.,BSE
PASARI,Pasari Spinning Mills Ltd.,BSE
AMARJOTHI,Amarjothi Spinning Mills Ltd,BSE
OLYMPTX,Olympia Industries Ltd.,BSE
NAGREEKEXP,Nagreeka Exports Ltd.,BSE
SUDTIND-B,Suditi Industries Ltd.,BSE
SBFL,Shree Bhavya Fabrics Limited,BSE
GEMSPIN,Gem Spinners India Ltd,BSE
EUREKAI,Eureka Industries Ltd.,BSE
ADITYASP,Aditya Spinners Ltd.,BSE
PRIMEURB,Prime Urban Development India Ltd,BSE
DHANFAB,Dhanlaxmi Fabrics Ltd.,BSE
SLSTLQ,Sri Lakshmi Saraswathi Textiles (Ar,BSE
ZODIACLOTH,Zodiac Clothing Co. Ltd.,BSE
SRMCL,Sri Ramakrishna Mills (Coimbatore) Ltd.,BSE
SUPERSPIN,Super Spinning Mills Ltd.,BSE
SILINV,SIL Investments Ltd,BSE
SURYALAXMI,Suryalakshmi Cotton Mills Ltd.,BSE
SAMTEX,Samtex Fashions Ltd.,BSE
CITYMAN,Cityman Limited,BSE
DHANROTO,Dhanalaxmi Roto Spinners Ltd.,BSE
DAMODARIND,Damodar Industries Limited,BSE
SANBLUE,Sanblue Corporation Limited,BSE
UNIROYAL,Uniroyal Industries Ltd,BSE
TATIAGLOB,Tatia Global Vennture Limited,BSE
SUNILTX,Sunil Industries Ltd.,BSE
SRINACHA,Sri Nachammai Cotton Mills Ltd.,BSE
BGDL,BHARAT GLOBAL DEVELOPERS LIMITED,BSE
SAMBANDAM,Sambandam Spinning Mills Ltd.,BSE
MKPMOB,MKP Mobility Limited,BSE
PARASPETRO,Paras Petrofils Ltd.,BSE
KITEX,Kitex Garmenets Ltd.,BSE
CRANEX,Cranex Ltd.,BSE
BATLIBOI,Batliboi Ltd,BSE
AUSTENG,Austin Engineering Co. Ltd.,BSE
UNIDT,United Drilling Tools Ltd.,BSE
FLUIDOM,Fluidomat Ltd.,BSE
WINDMACHIN,Windsor Machines Limited,BSE
SHANTIGEAR,Shanthi Gears Ltd.,BSE
MIVENMACH,Miven Machine Tools Ltd.,BSE
HONDAPOWER,HONDA INDIA POWER PRODUCTS LIMITED,BSE
HITECHGEAR,The Hi-Tech Gears Limited,BSE
ELGIEQUIP,Elgi Equipments Ltd.,BSE
UVDRHOR,United Van Der Horst Ltd.,BSE
KLBRENG-B,Kilburn Engineering Ltd,BSE
BIRLAPREC,Birla Precision Technologies Ltd,BSE
YUKEN,Yuken India Ltd.,BSE
TIMKEN,Timken India Ltd,BSE
VOITHPAPR,Voith Paper Fabrics India Ltd,BSE
ARTSON,ARTSON LIMITED,BSE
SOLIMAC,Solitaire Machine Tools Ltd,BSE
DIACABS,Diamond Power Infrastructure Limited,BSE
INDSILHYD,Indsil Hydro Power and Manganese Limited,BSE
ITL,ITL Industries Ltd.,BSE
FRONTSP,Frontier Springs Ltd.,BSE
PRAJIND,Praj Industries Ltd.,BSE
RASANDIK,Rasandik Engg. Industries India Ltd,BSE
YOGISUNG,Yogi Sung-won (India) Ltd.,BSE
HLEGLAS,HLE GLASCOAT LIMITED,BSE
GUJAPOLLO,Gujarat Apollo Industries Ltd.,BSE
TANAA,Taneja Aerospace & Aviation Ltd.,BSE
CONART,Conart Engineers Ltd.,BSE
MINALIND,Minal Industries Limited,BSE
SHIVAGR,Shivagrico Implements Ltd.,BSE
MMFL,M.M.Forgings Ltd.,BSE
IYKOTHITE,Iykot Hitech Toolroom Ltd,BSE
MAYURUNIQ,Mayur Uniquoters ltd.,BSE
CENLUB,Cenlub Industries Ltd.,BSE
RAJOOENG,Rajoo Engineers Ltd.,BSE
DOLPHIN,Dolphin Offshore Enterprises (India) ltd.,BSE
VJLAXMIE,Veejay Lakshmi Engineering Works Lt,BSE
AHMDSTE,Ahmedabad Steelcraft Ltd.,BSE
GVTD,GE Vernova T&D India Limited,BSE
RAMRAT,Ram Ratna Wires Ltd.,BSE
JAYNECOIND,Jayaswal Neco Industries Ltd,BSE
KPIL,KALPATARU PROJECTS INTERNATIONAL LIMITED,BSE
NMSGLOBAL,NMS GLOBAL LIMITED,BSE
CANDOUR,CANDOUR TECHTEX LIMITED,BSE
TIGLOB,T & I Global Ltd.,BSE
CONTROLPR,Control Print (India) Ltd.,BSE
BEMHY,Bemco Hydraulics Ltd.,BSE
ANSALBU,Ansal Buildwell Ltd.,BSE
WEIZMANIND,Weizmann Limited.,BSE
BNRSEC,B.N.Rathi Securities Ltd.,BSE
RISHITECH,Rishi Techtex Limited,BSE
SINCLAIR,Sinclairs Hotels  Ltd,BSE
SAFARI,Safari Industries (India) Ltd.,BSE
ADSDIAG,A.D.S. Diagnostics Ltd.,BSE
ZBINTXPP,Binayak Tex Processors  Ltd.,BSE
JJFINCOR,J.J. Finance Corporation Ltd.,BSE
COSMOFE,Cosmo Ferrites Ltd.,BSE
CROPSTER,CROPSTER AGRO LIMITED,BSE
FUTURSEC,Futuristic Securities Ltd,BSE
SANCTRN,Sanco Trans Ltd.,BSE
THRIVE,THRIVE FUTURE HABITATS LIMITED,BSE
EIHAHOTELS,EIH Associated Hotels Ltd.,BSE
MEDICAPQ,Medi-Caps Ltd.,BSE
OTCO,Otco International Ltd,BSE
MORGANITE,Morganite Crucible (India) Limited,BSE
BAPACK,B&A Packaging India Limited,BSE
KOKUYOCMLN,Kokuyo Camlin Ltd,BSE
SRMENERGY,SRM Energy Limited,BSE
BHARATSE,Bharat Seats Ltd,BSE
CONTPTR,Continental Petroleums Ltd.,BSE
NBFOOT,N.B. Footwear Ltd.,BSE
MACPLASQ,Machino Plastics Ltd,BSE
PEARLPOLY,Pearl Polymers Ltd.,BSE
VENKEYS,Venky's (India) ltd.,BSE
ADVANIHOTR,Advani Hotels & Resorts (India) Ltd.,BSE
SUPERHOUSE,Superhouse limited,BSE
RAMAVISION,Rama Vision Ltd,BSE
TCPLPACK,TCPL Packaging Limited,BSE
SHRIGANG,Shri Gang Industries & Allied Products Limited,BSE
PURITY,Purity Flex Pack Ltd,BSE
BALMLAWRIE,Balmer Lawrie & Co. Ltd.,BSE
KOVAI,Kovai Medical Center & Hospital Ltd,BSE
ELDEHSG,Eldeco Housing & Ind. Ltd.,BSE
MICROSE,Microse India Limited,BSE
DCMSHRIRAM,DCM Shriram Limited,BSE
DCMSRIND,DCM Shriram Industries Ltd.,BSE
MAWANASUG,Mawana Sugars Ltd,BSE
MINID,Mini Diamonds (India) Ltd.,BSE
MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd,BSE
NILKAMAL,Nilkamal Limited,BSE
TRITON,Triton Corp. Ltd.,BSE
NAHARPOLY,Nahar Polyfilms Ltd.,BSE
3MINDIA,3M India Ltd.,BSE
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,BSE
JMFINANCIL,JM Financial Limited,BSE
ADCINDIA,ADC India Communications Limited,BSE
TNTELE,Tamilnadu Telecommunications Ltd.,BSE
SUNRAJDI,Sunraj Diamond Exports Ltd.,BSE
RIIL,Reliance Industrial Infrastructure,BSE
SHARP,Sharp India Ltd,BSE
LINDEINDIA,Linde India Limited,BSE
INDBNK,Ind Bank Housing Ltd,BSE
JAIMATAG,Jai Mata Glass Ltd.,BSE
LOTUSCHO,Lotus Chocolate Co. Ltd.,BSE
PACIFICI,Pacific Industries ltd.,BSE
CMMHOSP,Chennai Meenakshi Multispeciality Hospital Ltd.,BSE
UNIOFFICE,Universal Office Automation Limited,BSE
APMIN,APM Industries Ltd.,BSE
PRECWIRE,Precision Wires India ltd.,BSE
KRYPTONQ,Krypton Industries Ltd,BSE
SWISSMLTRY,SWISS MILITARY CONSUMER GOODS LIMITED,BSE
MARBU,Martin Burn Ltd,BSE
FEL,Future Enterprises Limited,BSE
INDTONER,Indian Toners & Developers Ltd.,BSE
KUNSTOFF,Kunststoffe Industries Ltd.,BSE
SCI,Shipping Corporation Of India Ltd,BSE
SIKA,Sika Interplant Systems Ltd.,BSE
ITI,ITI Limited (Indian Teleph.Ind.Ltd),BSE
DREDGECORP,Dredging Corporation of India Ltd.,BSE
PHRMASI,Phaarmasia Limited.,BSE
NFL,National Fertilizers Ltd.,BSE
IPRINGLTD,IP Rings Ltd.,BSE
PIIND,PI Industries Limited,BSE
PLASTIBLEN,Plastiblends India Ltd.,BSE
YASHINNO,YASH INNOVENTURES LIMITED,BSE
KKPLASTICK,Kkalpana Plastick Limited,BSE
WATERBASE,Waterbase Limited,BSE
FLEXFO,Flex Foods Ltd.,BSE
GOLKUNDIA,Golkunda Diamonds & Jewellery Ltd.,BSE
APCOTEXIND,Apcotex Industries Limited,BSE
FORTISMLR,Fortis Malar Hospitals Limited,BSE
MASTEK,Mastek Limited,BSE
EIMCOELECO,EIMCO Elecon India Ltd.,BSE
SAYAJIHOTL,Sayaji Hotel Ltd,BSE
ASHIANA,Ashiana Housing Limited,BSE
SVAMSOF,Svam Software Ltd,BSE
ECOBOAR,Ecoboard Industries Ltd,BSE
DVL,Dhunseri Ventures Limited,BSE
TIHIL,TRANS INDIA HOUSE IMPEX LIMITED,BSE
MAHEPC,MAHINDRA EPC IRRIGATION LIMITED,BSE
MITSHI,Mitshi India Limited,BSE
SHUKJEW,Shukra Jewellers Limited,BSE
MAZDA,Mazda Ltd.,BSE
VHLTD,Viceroy Hotels Ltd.,BSE
SOVERDIA,Sovereign Diamonds Ltd,BSE
MENONBE,Menon Bearings Ltd,BSE
MUKATPIP,Mukat Pipes Limited,BSE
GUJRAFFIA,Gujarat Raffia Ind. Ltd.,BSE
SIMPLEXINF,Simplex Infrastructures Limited,BSE
INNOVTEC,Innovative Tech Pack Ltd,BSE
SUPTANERY,Super Tannery Limited,BSE
CONSTRONIC,CONSTRONICS INFRA LIMITED,BSE
AXTEL,Axtel Industries Ltd.,BSE
GRANDOAK,GRAND OAK CANYONS DISTILLERY LIMITED,BSE
EASTINDIA,East India Drums and Barrels Manufacturing Limited,BSE
VRWODAR,V R Woodart Ltd,BSE
POONAWALLA,POONAWALLA FINCORP LIMITED,BSE
KINGFA,Kingfa Science & Technology (India) Ltd,BSE
PATIDAR,Patidar Buildcon Limited,BSE
RAMAPHO,Rama Phosphates Ltd.,BSE
VENLONENT,Venlon Enterprises Ltd.,BSE
PETPLST,Pet Plastics Ltd.,BSE
POLYPLEX,Polyplex Corporation Ltd.,BSE
PANIDPR,Panther Industrial Products Ltd.,BSE
ALBERTDAVD,Albert David Ltd.,BSE
HARLETH,Haryana Leather Chemicals Ltd.,BSE
CARYSIL,CARYSIL LIMITED,BSE
KABRAEXTRU,Kabra Extrusion Technik Ltd,BSE
VINYLINDIA,Vinyl Chemicals (India) Ltd.,BSE
PCCOSMA,Pee Cee Cosma Sope Ltd.,BSE
TCMLMTD,TCM Ltd.,BSE
IOLCP,IOL Chemicals & Pharmaceuticals Ltd,BSE
KESARPE,Kesar Petroproducts Ltd,BSE
VINATIORGA,Vinati Organics Ltd.,BSE
LACTOSE,Lactose (India) Ltd.,BSE
TEEAI,Teesta Agro Industries Ltd,BSE
AARTIIND,Aarti Industries Ltd,BSE
PNTKYOR,Pentokey Organy (India) Ltd.,BSE
WANBURY,Wanbury Limited,BSE
RESONANCE,Resonance Specialties Limited,BSE
GAEL,Gujarat Ambuja Exports Ltd.,BSE
RCF,Rashtriya Chemicals & Fertilizers Limited,BSE
GUJINJEC,Gujarat Inject (Kerala) Ltd.,BSE
KOPRAN,Kopran Ltd.,BSE
AIMCOPEST,Aimco Pesticides Ltd.,BSE
GUJTERC,Gujarat Terce Laboratories Ltd,BSE
KABRADG,Kabra Drugs Ltd,BSE
SEYAIND,Seya Industries Ltd,BSE
JAYAGROGN,Jayant Agro-Organics Limited.,BSE
BCLIND,BCL INDUSTRIES LIMITED,BSE
SHHARICH,Shree Hari Chemicals Export Ltd.,BSE
INDOBORAX,Indo Borax & Chemicals Ltd.,BSE
